fuente,Producto 2,mes,Agru. Ciclo,Fecha Seguimiento,Cuentas Norm,Saldo Norm,Cuentas Pendientes ,Saldo Pendiente,Momentos,Saldo Norm x Dia,
Credicompras,Credicompras,202510,CICLO 1,20220111,166,1286169488,26744,240763967529,01,1286169488,
Credicompras,Credicompras,202510,CICLO 1,20220112,225,1713915330,26685,240336221687,02,427745842,
Credicompras,Credicompras,202510,CICLO 1,20220113,259,1999980471,26651,240050156546,03,286065141,
Credicompras,Credicompras,202510,CICLO 1,20220114,323,2508652057,26587,239541484960,04,508671586,
Credicompras,Credicompras,202510,CICLO 1,20220115,443,3581185078,26467,238468951939,05,1072533021,
Credicompras,Credicompras,202510,CICLO 1,20220116,490,4008297398,26420,238041839619,06,427112320,
Credicompras,Credicompras,202510,CICLO 1,20220117,630,5171803732,26280,236878333285,07,1163506334,
Credicompras,Credicompras,202510,CICLO 1,20220118,793,6545245468,26117,235504891549,08,1373441736,
Credicompras,Credicompras,202510,CICLO 1,20220119,975,8221862000,25935,233828275017,09,1676616532,
Credicompras,Credicompras,202510,CICLO 1,20220120,1157,9804507686,25753,232245629331,10,1582645686,
Credicompras,Credicompras,202510,CICLO 1,20220121,1349,11300033078,25561,230750103939,11,1495525392,
Credicompras,Credicompras,202510,CICLO 1,20220122,1548,12946198226,25362,229103938791,12,1646165148,
Credicompras,Credicompras,202510,CICLO 1,20220123,1636,13704361603,25274,228345775414,13,758163377,
Credicompras,Credicompras,202510,CICLO 1,20220124,1910,15935686480,25000,226114450537,14,2231324877,
Credicompras,Credicompras,202510,CICLO 1,20220125,2514,21475588112,24396,220574548905,15,5539901632,
Credicompras,Credicompras,202510,CICLO 1,20220126,3158,27022143310,23752,215027993707,16,5546555198,
Credicompras,Credicompras,202510,CICLO 1,20220127,3988,34379168271,22922,207670968746,17,7357024961,
Credicompras,Credicompras,202510,CICLO 1,20220128,5099,43900946329,21811,198149190688,18,9521778058,
Credicompras,Credicompras,202510,CICLO 1,20220129,6199,53395691659,20711,188654445358,19,9494745330,
Credicompras,Credicompras,202510,CICLO 1,20220130,6869,59176468031,20041,182873668986,20,5780776372,
Credicompras,Credicompras,202510,CICLO 1,20220131,9498,82911462078,17412,159138674939,21,23734994047,
Credicompras,Credicompras,202510,CICLO 1,20251001,13276,1.17977E+11,13634,124073048359,22,35065626580,
Credicompras,Credicompras,202510,CICLO 1,20251002,18799,1.71957E+11,8111,70092653749,23,53980394610,
Credicompras,Credicompras,202510,CICLO 1,20251003,21080,1.92675E+11,5830,49375109481,24,20717544268,
Credicompras,Credicompras,202510,CICLO 1,20251004,22435,2.04226E+11,4475,37824266270,25,11550843211,
Credicompras,Credicompras,202204,CICLO 1,20220311,36,506172634,34151,321265897399,01,506172634,
Credicompras,Credicompras,202204,CICLO 1,20220312,49,629939931,34138,321142130102,02,123767297,
Credicompras,Credicompras,202204,CICLO 1,20220313,60,681895771,34127,321090174262,03,51955840,
Credicompras,Credicompras,202204,CICLO 1,20220314,134,1238147930,34053,320533922103,04,556252159,
Credicompras,Credicompras,202204,CICLO 1,20220315,236,2073421035,33951,319698648998,05,835273105,
Credicompras,Credicompras,202204,CICLO 1,20220316,455,4169866663,33732,317602203370,06,2096445628,
Credicompras,Credicompras,202204,CICLO 1,20220317,644,5721370407,33543,316050699626,07,1551503744,
Credicompras,Credicompras,202204,CICLO 1,20220318,846,7413407673,33341,314358662360,08,1692037266,
Credicompras,Credicompras,202204,CICLO 1,20220319,994,8488925503,33193,313283144530,09,1075517830,
Credicompras,Credicompras,202204,CICLO 1,20220320,1062,9043885054,33125,312728184979,10,554959551,
Credicompras,Credicompras,202204,CICLO 1,20220321,1138,9764696410,33049,312007373623,11,720811356,
Credicompras,Credicompras,202204,CICLO 1,20220322,1432,12328878866,32755,309443191167,12,2564182456,
Credicompras,Credicompras,202204,CICLO 1,20220323,1712,15070488209,32475,306701581824,13,2741609343,
Credicompras,Credicompras,202204,CICLO 1,20220324,2024,17972490995,32163,303799579038,14,2902002786,
Credicompras,Credicompras,202204,CICLO 1,20220325,2724,23901097173,31463,297870972860,15,5928606178,
Credicompras,Credicompras,202204,CICLO 1,20220326,3265,28353825646,30922,293418244387,16,4452728473,
Credicompras,Credicompras,202204,CICLO 1,20220327,3570,31193798747,30617,290578271286,17,2839973101,
Credicompras,Credicompras,202204,CICLO 1,20220328,4853,42869053152,29334,278903016881,18,11675254405,
Credicompras,Credicompras,202204,CICLO 1,20220329,6120,54980949036,28067,266791120997,19,12111895884,
Credicompras,Credicompras,202204,CICLO 1,20220330,8028,73491264093,26159,248280805940,20,18510315057,
Credicompras,Credicompras,202204,CICLO 1,20220331,11035,1.0212E+11,23152,219651889656,21,28628916284,
Credicompras,Credicompras,202204,CICLO 1,20220401,16370,1.54847E+11,17817,166924757753,22,52727131903,
Credicompras,Credicompras,202204,CICLO 1,20220402,26396,2.50765E+11,7791,71006808881,23,95917948872,
Credicompras,Credicompras,202204,CICLO 1,20220405,28276,2.69049E+11,5911,52722611690,24,18284197191,
Credicompras,Credicompras,202205,CICLO 1,20220411,194,1784106791,36492,346606302782,01,1784106791,
Credicompras,Credicompras,202205,CICLO 1,20220412,254,2353711908,36432,346036697665,02,569605117,
Credicompras,Credicompras,202205,CICLO 1,20220413,339,3005708668,36347,345384700905,03,651996760,
Credicompras,Credicompras,202205,CICLO 1,20220414,436,3917153554,36250,344473256019,04,911444886,
Credicompras,Credicompras,202205,CICLO 1,20220415,479,4299571106,36207,344090838467,05,382417552,
Credicompras,Credicompras,202205,CICLO 1,20220416,586,5184847854,36100,343205561719,06,885276748,
Credicompras,Credicompras,202205,CICLO 1,20220417,649,5849342690,36037,342541066883,07,664494836,
Credicompras,Credicompras,202205,CICLO 1,20220418,855,7527405371,35831,340863004202,08,1678062681,
Credicompras,Credicompras,202205,CICLO 1,20220419,1087,9487377899,35599,338903031674,09,1959972528,
Credicompras,Credicompras,202205,CICLO 1,20220420,1319,11420027508,35367,336970382065,10,1932649609,
Credicompras,Credicompras,202205,CICLO 1,20220421,1580,14179504731,35106,334210904842,11,2759477223,
Credicompras,Credicompras,202205,CICLO 1,20220422,1922,17311004151,34764,331079405422,12,3131499420,
Credicompras,Credicompras,202205,CICLO 1,20220423,2126,19058325198,34560,329332084375,13,1747321047,
Credicompras,Credicompras,202205,CICLO 1,20220424,2250,20284055533,34436,328106354040,14,1225730335,
Credicompras,Credicompras,202205,CICLO 1,20220425,2985,26971473886,33701,321418935687,15,6687418353,
Credicompras,Credicompras,202205,CICLO 1,20220426,3761,34306397011,32925,314084012562,16,7334923125,
Credicompras,Credicompras,202205,CICLO 1,20220427,4738,43675968631,31948,304714440942,17,9369571620,
Credicompras,Credicompras,202205,CICLO 1,20220428,5985,55860272683,30701,292530136890,18,12184304052,
Credicompras,Credicompras,202205,CICLO 1,20220429,8122,76122282819,28564,272268126754,19,20262010136,
Credicompras,Credicompras,202205,CICLO 1,20220430,10364,96572437517,26322,251817972056,20,20450154698,
Credicompras,Credicompras,202205,CICLO 1,20220501,12352,1.15549E+11,24334,232841624971,21,18976347085,
Credicompras,Credicompras,202205,CICLO 1,20220502,21900,2.12209E+11,14786,136181817730,22,96659807241,
Credicompras,Credicompras,202205,CICLO 1,20220503,26505,2.56903E+11,10181,91487003176,23,44694814554,
Credicompras,Credicompras,202205,CICLO 1,20220504,29336,2.83216E+11,7350,65174585469,24,26312417707,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211210,196,551880084,41801,100251126649,01,551880084,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211211,354,875365021,41643,99927641712,02,323484937,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211212,465,1144209491,41532,99658797242,03,268844470,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211213,695,1706025892,41302,99096980841,04,561816401,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211214,968,2356939224,41029,98446067509,05,650913332,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211215,1415,3544176176,40582,97258830557,06,1187236952,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211216,2155,5166548825,39842,95636457908,07,1622372649,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211217,2802,6817561579,39195,93985445154,08,1651012754,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211218,3209,7828090860,38788,92974915873,09,1010529281,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211219,3541,8435382857,38456,92367623876,10,607291997,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211220,4470,10833683201,37527,89969323532,11,2398300344,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211221,5304,12752255344,36693,88050751389,12,1918572143,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211222,6130,14827748593,35867,85975258140,13,2075493249,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211223,6963,17013388221,35034,83789618512,14,2185639628,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211224,7582,18597131755,34415,82205874978,15,1583743534,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211225,7824,19141231107,34173,81661775626,16,544099352,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211226,8387,20373676353,33610,80429330380,17,1232445246,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211227,9881,23992161086,32116,76810845647,18,3618484733,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211228,11479,28107783347,30518,72695223386,19,4115622261,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211229,13283,31985756553,28714,68817250180,20,3877973206,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211230,15573,37101028588,26424,63701978145,21,5115272035,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20211231,17318,41007721904,24679,59795284829,22,3906693316,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20220101,17770,42045360659,24227,58757646074,23,1037638755,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20220102,19896,46751045556,22101,54051961177,24,4705684897,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20220103,26799,62830627528,15198,37972379205,25,16079581972,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20220104,30178,70713296789,11819,30089709944,26,7882669261,
MasterCard,Alkosto MasterCard,202201,CICLO 1,20220105,32949,77296448590,9048,23506558143,27,6583151801,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211220,136,290859080,27416,65523747049,01,290859080,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211221,318,658903852,27234,65155702277,02,368044772,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211222,507,1206538908,27045,64608067221,03,547635056,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211223,798,1854705639,26754,63959900490,04,648166731,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211224,997,2326938248,26555,63487667881,05,472232609,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211225,1074,2524623028,26478,63289983101,06,197684780,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211226,1251,2951180827,26301,62863425302,07,426557799,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211227,1714,4127899083,25838,61686707046,08,1176718256,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211228,2181,5312172362,25371,60502433767,09,1184273279,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211229,2719,6764536290,24833,59050069839,10,1452363928,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211230,3304,8117609415,24248,57696996714,11,1353073125,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20211231,3736,9046641607,23816,56767964522,12,929032192,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220101,3840,9314631423,23712,56499974706,13,267989816,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220102,4260,10185761419,23292,55628844710,14,871129996,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220103,5560,12964041091,21992,52850565038,15,2778279672,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220104,6815,15776023044,20737,50038583085,16,2811981953,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220105,8198,18833714812,19354,46980891317,17,3057691768,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220106,9528,21659613230,18024,44154992899,18,2825898418,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220107,11173,25255642300,16379,40558963829,19,3596029070,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220108,12212,27667176061,15340,38147430068,20,2411533761,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220109,12913,29134945525,14639,36679660604,21,1467769464,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220110,14161,31890220201,13391,33924385928,22,2755274676,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220111,18353,41963370766,9199,23851235363,23,10073150565,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220112,20520,47314021021,7032,18500585108,24,5350650255,
MasterCard,Alkosto MasterCard,202201,CICLO 3,20220113,21842,50758449359,5710,15056156770,25,3444428338,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220111,286,728707294,45517,104256121703,01,728707294,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220112,504,1154026429,45299,103830802568,02,425319135,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220113,727,1665628602,45076,103319200395,03,511602173,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220114,1037,2404933068,44766,102579895929,04,739304466,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220115,1483,3336705486,44320,101648123511,05,931772418,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220116,1732,3876026321,44071,101108802676,06,539320835,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220117,2168,4850470414,43635,100134358583,07,974444093,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220118,2668,6122361581,43135,98862467416,08,1271891167,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220119,3107,6995494132,42696,97989334865,09,873132551,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220120,3677,8356378040,42126,96628450957,10,1360883908,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220121,4227,9681156375,41576,95303672622,11,1324778335,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220122,4557,10456386448,41246,94528442549,12,775230073,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220123,4841,11059075746,40962,93925753251,13,602689298,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220124,5457,12370593477,40346,92614235520,14,1311517731,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220125,6508,14912635081,39295,90072193916,15,2542041604,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220126,7691,17586731269,38112,87398097728,16,2674096188,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220127,8923,20515283664,36880,84469545333,17,2928552395,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220128,10443,23871466958,35360,81113362039,18,3356183294,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220129,11835,26903932585,33968,78080896412,19,3032465627,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220130,12934,29275432322,32869,75709396675,20,2371499737,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20220131,16174,36241837683,29629,68742991314,21,6966405361,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20251001,20058,44486727641,25745,60498101356,22,8244889958,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20251002,25375,56011908009,20428,48972920988,23,11525180368,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20251003,30580,67902571987,15223,37082257010,24,11890663978,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20251004,33158,73837796340,12645,31147032657,25,5935224353,
MasterCard,Alkosto MasterCard,202510,CICLO 1,20251005,34392,76644974341,11411,28339854656,26,2807178001,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220118,95,250276761,28585,64742972436,01,250276761,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220119,228,539063693,28452,64454185504,02,288786932,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220120,351,814922658,28329,64178326539,03,275858965,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220121,463,1124379346,28217,63868869851,04,309456688,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220122,625,1383812624,28055,63609436573,05,259433278,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220123,714,1559857026,27966,63433392171,06,176044402,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220124,951,2036343772,27729,62956905425,07,476486746,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220125,1241,2716039628,27439,62277209569,08,679695856,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220126,1507,3341842277,27173,61651406920,09,625802649,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220127,1847,4142195116,26833,60851054081,10,800352839,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220128,2223,5106659358,26457,59886589839,11,964464242,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220129,2557,5857795734,26123,59135453463,12,751136376,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220130,2844,6482326275,25836,58510922922,13,624530541,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20220131,3668,8294474777,25012,56698774420,14,1812148502,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251001,4723,10458321869,23957,54534927328,15,2163847092,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251002,5861,12996072159,22819,51997177038,16,2537750290,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251003,6979,15204267610,21701,49788981587,17,2208195451,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251004,8055,17523082912,20625,47470166285,18,2318815302,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251005,8880,19175097947,19800,45818151250,19,1652015035,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251006,9632,20595603175,19048,44397646022,20,1420505228,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251007,11491,24344952781,17189,40648296416,21,3749349606,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251008,13201,28217833672,15479,36775415525,22,3872880891,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251009,15359,32844449055,13321,32148800142,23,4626615383,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251010,18818,40821924639,9862,24171324558,24,7977475584,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251011,20771,45187851196,7909,19805398001,25,4365926557,
MasterCard,Alkosto MasterCard,202510,CICLO 3,20251012,21753,47638604376,6927,17354644821,26,2450753180,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251010,239,586876759,53469,125676047834,01,586876759,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251011,509,1172137106,53199,125090787487,02,585260347,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251012,682,1582697502,53026,124680227091,03,410560396,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251013,833,1954775434,52875,124308149159,04,372077932,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251014,1144,2700891905,52564,123562032688,05,746116471,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251015,1570,3670312109,52138,122592612484,06,969420204,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251016,1964,4643405005,51744,121619519588,07,973092896,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251017,2386,5564137148,51322,120698787445,08,920732143,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251018,3100,7153557985,50608,119109366608,09,1589420837,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251019,3580,8150800403,50128,118112124190,10,997242418,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251020,3873,8698537680,49835,117564386913,11,547737277,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251021,4563,10291139075,49145,115971785518,12,1592601395,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251022,5294,11964357052,48414,114298567541,13,1673217977,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251023,6028,13707484776,47680,112555439817,14,1743127724,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251024,6911,16062619540,46797,110200305053,15,2355134764,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251025,8749,21018140881,44959,105244783712,16,4955521341,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251026,10113,24231806707,43595,102031117886,17,3213665826,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251027,11295,26927877588,42413,99335047005,18,2696070881,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20251028,14347,33893848201,39361,92369076392,19,6965970613,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220301,19605,45467547377,34103,80795377216,20,11573699176,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220302,26924,61381769652,26784,64881154941,21,15914222275,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220303,36099,81652776116,17609,44610148477,22,20271006464,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220304,39426,89356714033,14282,36906210560,23,7703937917,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220305,41180,93477292688,12528,32785631905,24,4120578655,
MasterCard,Alkosto MasterCard,202203,CICLO 1,20220306,42035,95643425952,11673,30619498641,25,2166133264,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251018,98,272069475,31544,70739524892,01,272069475,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251019,196,468188841,31446,70543405526,02,196119366,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251020,259,577222061,31383,70434372306,03,109033220,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251021,403,909708985,31239,70101885382,04,332486924,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251022,548,1232479404,31094,69779114963,05,322770419,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251023,699,1582210917,30943,69429383450,06,349731513,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251024,991,2307536654,30651,68704057713,07,725325737,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251025,1404,3324838961,30238,67686755406,08,1017302307,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251026,1741,4082149833,29901,66929444534,09,757310872,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251027,2024,4709829455,29618,66301764912,10,627679622,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20251028,2681,6121937384,28961,64889656983,11,1412107929,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220301,3822,8565732762,27820,62445861605,12,2443795378,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220302,5102,11285405081,26540,59726189286,13,2719672319,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220303,6519,14177585532,25123,56834008835,14,2892180451,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220304,7744,16639391657,23898,54372202710,15,2461806125,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220305,8719,18616401520,22923,52395192847,16,1977009863,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220306,9551,20156477877,22091,50855116490,17,1540076357,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220307,11646,24629395526,19996,46382198841,18,4472917649,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220308,13759,29116913351,17883,41894681016,19,4487517825,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220309,16570,35240047904,15072,35771546463,20,6123134553,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220310,20273,43513567717,11369,27498026650,21,8273519813,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220311,22820,49447678738,8822,21563915629,22,5934111021,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220312,23979,52251884274,7663,18759710093,23,2804205536,
MasterCard,Alkosto MasterCard,202203,CICLO 3,20220313,24465,53334285673,7177,17677308694,24,1082401399,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220310,161,355787436,57679,131115788607,01,355787436,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220311,547,1282793456,57293,130188782587,02,927006020,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220312,733,1652014976,57107,129819561067,03,369221520,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220313,866,1907962782,56974,129563613261,04,255947806,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220314,1207,2607432108,56633,128864143935,05,699469326,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220315,1681,3670966848,56159,127800609195,06,1063534740,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220316,2144,4631497436,55696,126840078607,07,960530588,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220317,2651,5723432754,55189,125748143289,08,1091935318,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220318,3316,7220676512,54524,124250899531,09,1497243758,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220319,3687,8007630753,54153,123463945290,10,786954241,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220320,3917,8421535802,53923,123050040241,11,413905049,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220321,4213,8968514616,53627,122503061427,12,546978814,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220322,4943,10425133267,52897,121046442776,13,1456618651,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220323,5568,11826136583,52272,119645439460,14,1401003316,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220324,6176,13280786137,51664,118190789906,15,1454649554,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220325,7588,16685740503,50252,114785835540,16,3404954366,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220326,8580,19216907711,49260,112254668332,17,2531167208,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220327,9249,20691239450,48591,110780336593,18,1474331739,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220328,11102,24764756561,46738,106706819482,19,4073517111,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220329,12764,28726965746,45076,102744610297,20,3962209185,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220330,15181,34484851211,42659,96986724832,21,5757885465,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220331,18316,41225969550,39524,90245606493,22,6741118339,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220401,22886,51375854899,34954,80095721144,23,10149885349,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220402,26395,58834356235,31445,72637219808,24,7458501336,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220403,29243,64751837738,28597,66719738305,25,5917481503,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220404,38930,85253587123,18910,46217988920,26,20501749385,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220405,43991,96282355360,13849,35189220683,27,11028768237,
MasterCard,Alkosto MasterCard,202204,CICLO 1,20220406,46780,1.02626E+11,11060,28845891879,28,6343328804,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220318,106,222188097,32659,70552129224,01,222188097,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220319,187,366692603,32578,70407624718,02,144504506,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220320,232,463718149,32533,70310599172,03,97025546,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220321,295,574475573,32470,70199841748,04,110757424,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220322,440,935284128,32325,69839033193,05,360808555,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220323,571,1216418311,32194,69557899010,06,281134183,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220324,818,1676367335,31947,69097949986,07,459949024,
MasterCard,Alkosto MasterCard,202204,CICLO 3,20220325,1121,2414114555,31644,68360202766,08,737747220,
