fuente,Producto 2,mes,Agru. Ciclo,Fecha Seguimiento,Cuentas Norm,Saldo Norm,Cuentas Pendientes ,Saldo Pendiente,Momentos,Saldo Norm x Dia,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230719,6728,7759411142,53234,74283543797,14,832287405,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230720,7046,8134651777,52916,73908303162,15,375240635,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230721,7647,8969661714,52315,73073293225,16,835009937,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230722,8099,9487256283,51863,72555698656,17,517594569,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230723,8363,9805547104,51599,72237407835,18,318290821,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230724,9109,10785210322,50853,71257744617,19,979663218,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230725,10131,12371688566,49831,69671266373,20,1586478244,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230726,11688,14965809333,48274,67077145606,21,2594120767,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230727,13191,17274649973,46771,64768304966,22,2308840640,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230728,15269,20441018835,44693,61601936104,23,3166368862,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230729,17379,23439708709,42583,58603246230,24,2998689874,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230730,18871,25524566843,41091,56518388096,25,2084858134,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230731,23325,32074971551,36637,49967983388,26,6550404708,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230801,29229,40574020710,30733,41468934229,27,8499049159,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230802,36188,50931542633,23774,31111412306,28,10357521923,
MasterCard,Exito Mastercard Clasica,202308,CICLO 1,20230803,43336,61841268864,16626,20201686075,29,10909726231,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230718,1,1779513,54171,68706932475,01,1779513,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230720,6,10812757,54166,68697899231,02,9033244,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230721,10,16200000,54162,68692511988,03,5387243,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230722,11,23283365,54161,68685428623,04,7083365,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230724,153,190650143,54019,68518061845,05,167366778,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230725,537,678795896,53635,68029916092,06,488145753,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230726,1151,1586935498,53021,67121776490,07,908139602,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230727,1598,2096054684,52574,66612657304,08,509119186,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230728,1964,2626077969,52208,66082634019,09,530023285,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230729,2336,2988401797,51836,65720310191,10,362323828,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230730,2629,3225637674,51543,65483074314,11,237235877,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230731,3478,4331497017,50694,64377214971,12,1105859343,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230801,4277,5281035155,49895,63427676833,13,949538138,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230802,5076,6293264664,49096,62415447324,14,1012229509,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230803,5836,7227114899,48336,61481597089,15,933850235,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230804,6610,8224889026,47562,60483822962,16,997774127,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230805,7304,9006999745,46868,59701712243,17,782110719,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230806,7706,9444200187,46466,59264511801,18,437200442,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230807,8106,9895958501,46066,58812753487,19,451758314,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230808,9130,11241179809,45042,57467532179,20,1345221308,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230809,10153,12658368735,44019,56050343253,21,1417188926,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230810,11208,14087814303,42964,54620897685,22,1429445568,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230811,12274,15438090799,41898,53270621189,23,1350276496,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230812,13312,16775357665,40860,51933354323,24,1337266866,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230813,13990,17587493885,40182,51121218103,25,812136220,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230814,15956,20027674936,38216,48681037052,26,2440181051,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230815,19006,23999715719,35166,44708996269,27,3972040783,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230816,22985,29227481094,31187,39481230894,28,5227765375,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230817,28375,36508177012,25797,32200534976,29,7280695918,
MasterCard,Exito Mastercard Clasica,202308,CICLO 2,20230818,34735,45703980555,19437,23004731433,30,9195803543,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230610,1,151976,21555,26698938623,01,151976,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230713,5,7276333,21551,26691814266,02,7124357,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230714,44,83304814,21512,26615785785,03,76028481,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230715,255,330687308,21301,26368403291,04,247382494,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230716,358,433650843,21198,26265439756,05,102963535,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230717,554,676728366,21002,26022362233,06,243077523,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230718,811,1026335160,20745,25672755439,07,349606794,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230719,1037,1168900828,20519,25530189771,08,142565668,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230720,1127,1253026768,20429,25446063831,09,84125940,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230721,1315,1424251019,20241,25274839580,10,171224251,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230722,1449,1538923588,20107,25160167011,11,114672569,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230723,1516,1595466517,20040,25103624082,12,56542929,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230724,1726,1890443989,19830,24808646610,13,294977472,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230725,1938,2172451146,19618,24526639453,14,282007157,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230726,2223,2574498815,19333,24124591784,15,402047669,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230727,2478,2920062282,19078,23779028317,16,345563467,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230728,2797,3362773845,18759,23336316754,17,442711563,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230729,3103,3768635559,18453,22930455040,18,405861714,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230730,3324,4025988519,18232,22673102080,19,257352960,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230731,3949,4875547721,17607,21823542878,20,849559202,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230801,4683,5800351046,16873,20898739553,21,924803325,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230802,5485,6920777668,16071,19778312931,22,1120426622,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230803,6204,7899053898,15352,18800036701,23,978276230,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230804,7037,8949195843,14519,17749894756,24,1050141945,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230805,7834,9961094435,13722,16737996164,25,1011898592,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230806,8204,10384552712,13352,16314537887,26,423458277,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230807,8652,10912997321,12904,15786093278,27,528444609,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230808,9901,12477139521,11655,14221951078,28,1564142200,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230809,11156,14146185008,10400,12552905591,29,1669045487,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230810,12876,16348467627,8680,10350622972,30,2202282619,
MasterCard,Exito Mastercard Clasica,202308,CICLO 3,20230811,15118,19716221932,6438,6982868667,31,3367754305,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230724,1,2663197,75654,101238174518,01,2663197,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230803,2,2663197,75653,101238174518,02,0,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230804,15,16506958,75640,101224330757,03,13843761,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230806,17,16523642,75638,101224314073,04,16684,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230808,184,184060672,75471,101056777043,05,167537030,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230809,743,800367945,74912,100440469770,06,616307273,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230810,1825,2229598493,73830,99011239222,07,1429230548,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230811,2500,2879401784,73155,98361435931,08,649803291,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230812,2846,3307258287,72809,97933579428,09,427856503,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230813,3081,3542977608,72574,97697860107,10,235719321,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230814,3674,4359505800,71981,96881331915,11,816528192,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230815,4751,5381765274,70904,95859072441,12,1022259474,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230816,5748,6446798013,69907,94794039702,13,1065032739,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230817,6635,7524753984,69020,93716083731,14,1077955971,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230818,7348,8391880782,68307,92848956933,15,867126798,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230819,7882,8960474562,67773,92280363153,16,568593780,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230820,8214,9303440001,67441,91937397714,17,342965439,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230821,8547,9595025893,67108,91645811822,18,291585892,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230822,9343,10608427547,66312,90632410168,19,1013401654,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230823,10073,11463851343,65582,89776986372,20,855423796,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230824,10827,12549998283,64828,88690839432,21,1086146940,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230825,12437,15072896210,63218,86167941505,22,2522897927,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230826,13743,16955426531,61912,84285411184,23,1882530321,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230827,14492,17980243924,61163,83260593791,24,1024817393,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230828,16354,20693470432,59301,80547367283,25,2713226508,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230829,18528,23832404121,57127,77408433594,26,3138933689,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230830,21641,28340676111,54014,72900161604,27,4508271990,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230831,26100,34714506305,49555,66526331410,28,6373830194,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230901,31888,42866397417,43767,58374440298,29,8151891112,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230902,37741,50789621484,37914,50451216231,30,7923224067,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230903,41119,55376119263,34536,45864718452,31,4586497779,
MasterCard,Exito Mastercard Clasica,202309,CICLO 1,20230904,52248,71996641932,23407,29244195783,32,16620522669,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230811,2,238825,58521,74672596937,01,238825,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230825,19,5841503,58504,74666994259,02,5602678,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230826,314,208174026,58209,74464661736,03,202332523,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230827,473,340282367,58050,74332553395,04,132108341,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230828,1040,1118745937,57483,73554089825,05,778463570,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230829,1526,1594738820,56997,73078096942,06,475992883,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230830,2013,2150058724,56510,72522777038,07,555319904,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230831,2804,3057591106,55719,71615244656,08,907532382,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230901,3678,4141485931,54845,70531349831,09,1083894825,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230902,4312,4936585278,54211,69736250484,10,795099347,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230903,4754,5374894438,53769,69297941324,11,438309160,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230904,5741,6710082838,52782,67962752924,12,1335188400,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230905,6711,7893423294,51812,66779412468,13,1183340456,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230906,7605,9017991507,50918,65654844255,14,1124568213,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230907,8468,10224886357,50055,64447949405,15,1206894850,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230908,9433,11498909958,49090,63173925804,16,1274023601,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230909,10169,12445717264,48354,62227118498,17,946807306,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230910,10683,13021591270,47840,61651244492,18,575874006,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230911,11968,14811655271,46555,59861180491,19,1790064001,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230912,13151,16484596158,45372,58188239604,20,1672940887,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230913,14573,18369219222,43950,56303616540,21,1884623064,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230914,16239,20656776833,42284,54016058929,22,2287557611,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230915,19480,25101142433,39043,49571693329,23,4444365600,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230916,23163,29950770384,35360,44722065378,24,4849627951,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230917,26414,34223787378,32109,40449048384,25,4273016994,
MasterCard,Exito Mastercard Clasica,202309,CICLO 2,20230918,36265,48103286278,22258,26569549484,26,13879498900,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230811,2,1700931,22549,27399757898,01,1700931,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230815,8,9761119,22543,27391697710,02,8060188,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230816,40,34011664,22511,27367447165,03,24250545,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230817,250,252519168,22301,27148939661,04,218507504,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230818,502,572936321,22049,26828522508,05,320417153,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230819,596,649090341,21955,26752368488,06,76154020,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230820,647,685220589,21904,26716238240,07,36130248,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230821,698,721114113,21853,26680344716,08,35893524,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230822,822,860766480,21729,26540692349,09,139652367,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230823,956,1034422408,21595,26367036421,10,173655928,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230824,1122,1175632830,21429,26225825999,11,141210422,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230825,1400,1540888566,21151,25860570263,12,365255736,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230826,1609,1793085458,20942,25608373371,13,252196892,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230827,1689,1884167561,20862,25517291268,14,91082103,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230828,1973,2208911006,20578,25192547823,15,324743445,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230829,2279,2680015704,20272,24721443125,16,471104698,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230830,2699,3232264515,19852,24169194314,17,552248811,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230831,3280,4060678287,19271,23340780542,18,828413772,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230901,4071,5056573653,18480,22344885176,19,995895366,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230902,4705,5802592584,17846,21598866245,20,746018931,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230903,5074,6224088557,17477,21177370272,21,421495973,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230904,5976,7333994609,16575,20067464220,22,1109906052,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230905,6915,8545814231,15636,18855644598,23,1211819622,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230906,7942,9876654878,14609,17524803951,24,1330840647,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230907,8814,11019721361,13737,16381737468,25,1143066483,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230908,9817,12386148360,12734,15015310469,26,1366426999,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230909,10787,13582120190,11764,13819338639,27,1195971830,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230910,11680,14675130060,10871,12726328769,28,1093009870,
MasterCard,Exito Mastercard Clasica,202309,CICLO 3,20230911,14618,18825977716,7933,8575481113,29,4150847656,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230811,1,196008,84106,112303644997,01,196008,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230828,2,269991,84105,112303571014,02,73983,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230907,4,526170,84103,112303314835,03,256179,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230908,32,10922902,84075,112292918103,04,10396732,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230909,497,304477220,83610,111999363785,05,293554318,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230910,849,533138018,83258,111770702987,06,228660798,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230911,1689,1302707268,82418,111001133737,07,769569250,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230912,2381,2020275309,81726,110283565696,08,717568041,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230913,2837,2622182717,81270,109681658288,09,601907408,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230914,3613,3336158966,80494,108967682039,10,713976249,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230915,4640,4594957400,79467,107708883605,11,1258798434,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230916,5294,5217179763,78813,107086661242,12,622222363,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230917,5694,5651677345,78413,106652163660,13,434497582,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230918,6582,6759868305,77525,105543972700,14,1108190960,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230919,7351,7545608568,76756,104758232437,15,785740263,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230920,8102,8461359524,76005,103842481481,16,915750956,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230921,8889,9518334919,75218,102785506086,17,1056975395,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230922,9772,10671215025,74335,101632625980,18,1152880106,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230923,10479,11489925828,73628,100813915177,19,818710803,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230924,11004,12101143789,73103,100202697216,20,611217961,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230925,12746,14841711198,71361,97462129807,21,2740567409,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230926,14429,17449121335,69678,94854719670,22,2607410137,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230927,16474,20569304133,67633,91734536872,23,3120182798,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230928,18943,24081147141,65164,88222693864,24,3511843008,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230929,23147,30351687601,60960,81952153404,25,6270540460,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20230930,28024,37089960906,56083,75213880099,26,6738273305,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20231001,32111,42445019244,51996,69858821761,27,5355058338,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20231002,43392,59040618736,40715,53263222269,28,16595599492,
MasterCard,Exito Mastercard Clasica,202310,CICLO 1,20231003,54958,75650853641,29149,36652987364,29,16610234905,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230921,6,20573517,63123,80904566744,01,20573517,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230922,135,143385037,62994,80781755224,02,122811520,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230923,682,742122989,62447,80183017272,03,598737952,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230924,1001,1059693253,62128,79865447008,04,317570264,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230925,1647,1873144026,61482,79051996235,05,813450773,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230926,2274,2800759868,60855,78124380393,06,927615842,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230927,2735,3304099243,60394,77621041018,07,503339375,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230928,3064,3728080265,60065,77197059996,08,423981022,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230929,3664,4522445389,59465,76402694872,09,794365124,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20230930,4329,5270906115,58800,75654234146,10,748460726,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231001,4859,5857630843,58270,75067509418,11,586724728,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231002,6025,7216134918,57104,73709005343,12,1358504075,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231003,7051,8526266137,56078,72398874124,13,1310131219,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231004,8041,9685437364,55088,71239702897,14,1159171227,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231005,9041,11022068572,54088,69903071689,15,1336631208,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231006,10195,12637949177,52934,68287191084,16,1615880605,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231007,10990,13692052430,52139,67233087831,17,1054103253,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231008,11558,14349638603,51571,66575501658,18,657586173,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231009,12819,16053810254,50310,64871330007,19,1704171651,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231010,14119,17696586038,49010,63228554223,20,1642775784,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231011,15588,19732162205,47541,61192978056,21,2035576167,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231012,17183,21865630125,45946,59059510136,22,2133467920,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231013,19660,25350292415,43469,55574847846,23,3484662290,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231014,22322,28762922089,40807,52162218172,24,3412629674,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231015,24310,31330345919,38819,49594794342,25,2567423830,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231016,27039,35058000777,36090,45867139484,26,3727654858,
MasterCard,Exito Mastercard Clasica,202310,CICLO 2,20231017,37144,49329581517,25985,31595558744,27,14271580740,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230914,1,0,22521,27444110236,01,0,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230915,8,5120885,22514,27438989351,02,5120885,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230916,125,52229594,22397,27391880642,03,47108709,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230917,213,105397386,22309,27338712850,04,53167792,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230918,437,375858828,22085,27068251408,05,270461442,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230919,637,539595831,21885,26904514405,06,163737003,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230920,731,646343756,21791,26797766480,07,106747925,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230921,923,820674185,21599,26623436051,08,174330429,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230922,1083,985020189,21439,26459090047,09,164346004,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230923,1208,1105563231,21314,26338547005,10,120543042,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230924,1308,1178761869,21214,26265348367,11,73198638,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230925,1515,1447131368,21007,25996978868,12,268369499,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230926,1745,1744000837,20777,25700109399,13,296869469,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230927,1984,2099449699,20538,25344660537,14,355448862,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230928,2238,2462887755,20284,24981222481,15,363438056,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230929,2783,3129916045,19739,24314194191,16,667028290,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20230930,3315,3819741918,19207,23624368318,17,689825873,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231001,3767,4326168046,18755,23117942190,18,506426128,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231002,4705,5512867485,17817,21931242751,19,1186699439,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231003,5605,6750041485,16917,20694068751,20,1237174000,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231004,6537,8001426308,15985,19442683928,21,1251384823,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231005,7531,9196545406,14991,18247564830,22,1195119098,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231006,8528,10513149756,13994,16930960480,23,1316604350,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231007,9415,11580799191,13107,15863311045,24,1067649435,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231008,10013,12322597806,12509,15121512430,25,741798615,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231009,11903,14864466674,10619,12579643562,26,2541868868,
MasterCard,Exito Mastercard Clasica,202310,CICLO 3,20231010,14711,18805774631,7811,8638335605,27,3941307957,
MasterCard,Exito Mastercard Clasica,202311,CICLO 1,20231001,1,992137,99475,133183202663,01,992137,
